track_id,track_name,artist_name,album_name,popularity,track_uri
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,Lover,91,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,85,spotify:track:2OzhQlSqBEmt7hmkYxfT6m
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,folklore,86,spotify:track:4R2kfaDFhslZEMJqAFNpdd
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,folklore,86,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Lover,86,spotify:track:1dGr1c8CrMLDpV6mPbImSI
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,74,spotify:track:1p80LdxRV74UKvL8gnD7ky
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,83,spotify:track:4q5YezDOIPcoLr8R81x9qy
55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,reputation Stadium Tour Surprise Song Playlist,84,spotify:track:55n9yjI6qqXh5F2mYvUc2y
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,reputation,85,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,Midnights,84,spotify:track:0V3wPSX9ygBnCm8psDIegu
2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,$ome $exy $ongs 4 U,94,spotify:track:2u9S9JJ6hTZS3Vf22HOZKg
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,Views,89,spotify:track:1zi7xx7UVEFkmKfv06H8x0
0NUqi0ps17YpLUC3kgsZq0,DIE TRYING,PARTYNEXTDOOR,$ome $exy $ongs 4 U,88,spotify:track:0NUqi0ps17YpLUC3kgsZq0
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,Drake,More Life,87,spotify:track:5mCPDVBb16L4XQwDdbRUpz
0b4M7hd7mzLTm99MrMeZsp,She Will,Lil Wayne,Tha Carter IV (Complete Edition),82,spotify:track:0b4M7hd7mzLTm99MrMeZsp
6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,Scorpion,85,spotify:track:6DCZcSspjsKoFjzjrWoCdn
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,I NEVER LIKED YOU,85,spotify:track:59nOXPmaKlBfGMDeOVGrIK
6LxSe8YmdPxy095Ux6znaQ,Headlines,Drake,Take Care (Deluxe),84,spotify:track:6LxSe8YmdPxy095Ux6znaQ
1C7KSXR2GVxknex6I4ANco,9,Drake,Views,83,spotify:track:1C7KSXR2GVxknex6I4ANco
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",83,spotify:track:3F5CgOj3wFlRv51JsHbxhe
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,100,spotify:track:6dOtVTDdiauQNBQEDOtlAB
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,96,spotify:track:3QaPy1KgI7nu9FJEQUgn6h
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,91,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,Charli xcx,Brat and it’s completely different but also still brat,87,spotify:track:0IsIY8pfu1yaGkPUD7pkDx
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish,lovely (with Khalid),89,spotify:track:0u2P5u6lvoDfwTYjAADbn4
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",88,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
2uIX8YMNjGMD7441kqyyNU,ocean eyes,Billie Eilish,Ocean Eyes,76,spotify:track:2uIX8YMNjGMD7441kqyyNU
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",88,spotify:track:43zdsphuZLzwA9k4DJhU0I
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,HIT ME HARD AND SOFT,87,spotify:track:629DixmZGHc7ILtEntuiWE
3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,Guitar Songs,87,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw
0GRc3eGTg8HBdWLRGYgqIc,Azizam,Ed Sheeran,Azizam,91,spotify:track:0GRc3eGTg8HBdWLRGYgqIc
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,÷ (Deluxe),91,spotify:track:7qiZfU4dY1lWllzX7mPBI3
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,÷ (Deluxe),90,spotify:track:0tgVpDi06FyKpA1z0VMD4v
6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,x (Wembley Edition),73,spotify:track:6fxVffaTuwjgEk5h9QyRjy
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,x (Wembley Edition),72,spotify:track:1Slwb6dOYkBlWal1PGtnNg
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,=,85,spotify:track:50nfwKoDiSYg8zOCREWAm5
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,=,84,spotify:track:3rmo8F54jFF8OgYsqTxm5d
2QxviKpVdEXKDWs706MUZB,Old Phone,Ed Sheeran,Old Phone,84,spotify:track:2QxviKpVdEXKDWs706MUZB
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,÷ (Deluxe),83,spotify:track:0afhq8XCExXpqazXczTSve
6hvRoJ0BTZywxu8UCPBkzx,I Don't Care,Ed Sheeran,+-=÷× (Tour Collection),75,spotify:track:6hvRoJ0BTZywxu8UCPBkzx
7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,Elton John,The Lockdown Sessions,71,spotify:track:7rglLriMNBPAyuJOMGwi39
3gJAFFELdZyIM8tiwLAikg,Handlebars (feat. Dua Lipa),JENNIE,Ruby,86,spotify:track:3gJAFFELdZyIM8tiwLAikg
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,Future Nostalgia,84,spotify:track:3PfIrDoz19wz7qK7tYeu62
5b5cPscqVEMChvDqscVw26,Training Season,Dua Lipa,Radical Optimism,83,spotify:track:5b5cPscqVEMChvDqscVw26
6D8y7Bck8h11byRY88Pt2z,Houdini,Dua Lipa,Radical Optimism,86,spotify:track:6D8y7Bck8h11byRY88Pt2z
76dIZzTdrNO15mGBrU3MHi,One Kiss (with Dua Lipa),Calvin Harris,96 Months,78,spotify:track:76dIZzTdrNO15mGBrU3MHi
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,84,spotify:track:5nujrmhLynf4yMoMtj8AQF
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),84,spotify:track:1vYXt7VSjH9JIM5oRRo7vA
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,Dua Lipa (Deluxe),84,spotify:track:2ekn2ttSfGqwhhate0LSR0
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,Dua Lipa (Deluxe),82,spotify:track:76cy1WJvNGJTj78UqeA5zr
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),Post Malone,F-1 Trillion,87,spotify:track:5IZXB5IKAD2qlvTPJYDCFB
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,84,spotify:track:0RiRZpuVRbi7oqRdSMwhQY
5ceKWhT3J34xxw5uzIzgU9,I Ain't Comin' Back (feat. Post Malone),Morgan Wallen,I Ain't Comin' Back,89,spotify:track:5ceKWhT3J34xxw5uzIzgU9
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Hollywood's Bleeding,88,spotify:track:21jGcNKet2qwijlDFuPiPb
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,84,spotify:track:0e7ipj03S05BNilyu5bRzt
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),Post Malone,F-1 Trillion,81,spotify:track:6StwwqB84sJeLr7tZDTxEX
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,Stoney (Deluxe),82,spotify:track:3a1lNhkSLSkpJE4MSHpDu9
7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,beerbongs & bentleys,82,spotify:track:7dt6x5M1jzdTEt8oCbisTK
22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),82,spotify:track:22VHOlVYBqytsrAqV8yXBK
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,89,spotify:track:51ZQ1vr10ffzbwIjDCwqm4
1edcyazKIdKrIuz9cWpXU6,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),81,spotify:track:1edcyazKIdKrIuz9cWpXU6
7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,My Everything (Deluxe),86,spotify:track:7xoUc6faLbCqZO6fQEYprd
1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,After Hours (Deluxe),83,spotify:track:1oFAF1hdPOickyHgbuRjyX
63y6xWR4gXz7bnUGOk8iI6,Into You,Ariana Grande,Dangerous Woman,76,spotify:track:63y6xWR4gXz7bnUGOk8iI6
142PiXzA84lmEw2RstFHFa,supernatural,Ariana Grande,eternal sunshine,84,spotify:track:142PiXzA84lmEw2RstFHFa
3fxDcaiomBMomHdMeCSsZ2,dandelion,Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),77,spotify:track:3fxDcaiomBMomHdMeCSsZ2
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,eternal sunshine,83,spotify:track:0Lmbke3KNVFXtoH2mMSHCw
6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,"thank u, next",85,spotify:track:6ocbgoVGwYJhOv1GgI9NsF
6RUhbFEhrvGISaQ8u2j2JN,Dangerous Woman,Ariana Grande,Dangerous Woman,73,spotify:track:6RUhbFEhrvGISaQ8u2j2JN
6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,Justin Bieber,Believe,85,spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,Purpose (Deluxe),87,spotify:track:50kpGaPAhYJ3sGmk6vplg0
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,Purpose (Deluxe),87,spotify:track:09CtPGIpYB4BrO8qb1RGsF
567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3+: OVER YOU,82,spotify:track:567e29TDzLwZwfDuEpGTwo
3JsydWaf2Ev4ehaLUjj3SY,Confident,Justin Bieber,Journals,86,spotify:track:3JsydWaf2Ev4ehaLUjj3SY
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,Justice,85,spotify:track:6I3mqTwhRpn34SLVafSH7G
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,My World 2.0,85,spotify:track:6epn3r7S14KUqlReYr77hA
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,Purpose (Deluxe),84,spotify:track:4B0JvthVoAAuygILe3n4Bs
69u7FJV6RIbQS3VuqLPSwl,bad guy,Billie Eilish,Playlist for Gamers,62,spotify:track:69u7FJV6RIbQS3VuqLPSwl
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,Harry's House,90,spotify:track:4Dvkj6JhhA12EX05fT7y2e
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,Harry Styles,87,spotify:track:5Ohxk2dO5COHF1krpoPigN
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,86,spotify:track:6UelLqGlWMcVH1E5c4H7lY
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,Fine Line,84,spotify:track:3jjujdWJ72nww5eGnfs2E7
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,83,spotify:track:1ZMiCix7XSAbfAJlEZWMCp
6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,Harry Styles,Fine Line,81,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9
6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,Harry's House,81,spotify:track:6uvh0In7u1Xn4HgxOfAn8O
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,Harry's House,80,spotify:track:1qEmFfgcLObUfQm0j1W2CK
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,Fine Line,78,spotify:track:45S5WTQEGOB1VHr1Q4FuPl
0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,Harry's House,77,spotify:track:0rzaRSujxA0bKyjJl6vHYq
5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,SOUR,89,spotify:track:5CZ40GBx1sQ9agT82CLQCT
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,SOUR,87,spotify:track:6HU7h9RYOaPRFeh0R3UeAr
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,SOUR,87,spotify:track:5wANPM4fQCJwkGd4rN57mH
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,GUTS,87,spotify:track:1kuGVB7EU95pJObxwvfwKS
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,SOUR,85,spotify:track:4ZtFanR9U6ndgddUvNcjcG
2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,SOUR,85,spotify:track:2tGvwE8GcFKwNdAXMnlbfl
5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,SOUR,85,spotify:track:5JCoSi02qi3jJeHdZXMmR8
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,"All I Want (From ""High School Musical: The Musical: The Series"")",81,spotify:track:4Yxc55NX3tAXC2mHRAhtcW
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rodrigo,SOUR,83,spotify:track:0MMyJUC3WNnFS1lit5pTjk
6QT6j7rKt7Vk3IuV2AUO9W,lacy,Olivia Rodrigo,GUTS,82,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W
2JAvX3inEVTk8pXVguHVSM,Perdamaian,All Artist Adella,Perdamaian,31,spotify:track:2JAvX3inEVTk8pXVguHVSM
5fpnnFEfvO7jG2OMm4pAzJ,Jambu Alas,All Artist Adella,Jambu Alas,7,spotify:track:5fpnnFEfvO7jG2OMm4pAzJ
5TZGauuNMO28OEe81mRsQg,Laut,All Artist Adella,Laut,3,spotify:track:5TZGauuNMO28OEe81mRsQg
0mhyKcJGgRD98UrRMNG9Hf,Tamu Malam Minggu,All Artist Adella,Tamu Malam Minggu,2,spotify:track:0mhyKcJGgRD98UrRMNG9Hf
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,Lady Gaga,MAYHEM,92,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,ROSÉ,rosie,90,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,88,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,91,spotify:track:3w3y8KPTfNeOKPiqUTakBh
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,24K Magic,89,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,89,spotify:track:0nJW01T7XtvILxQgC5J7Wh
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,84,spotify:track:161DnLWsx1i3u1JT05lzqU
0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,Bruno Mars,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),75,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
22PMfvdz35fFKYnJyMn077,Marry You,Bruno Mars,Doo-Wops & Hooligans,80,spotify:track:22PMfvdz35fFKYnJyMn077
2tJulUYLDKOg9XrtVkMgcJ,Grenade,Bruno Mars,Doo-Wops & Hooligans,80,spotify:track:2tJulUYLDKOg9XrtVkMgcJ
2LHNTC9QZxsL3nWpt8iaSR,Abracadabra,Lady Gaga,MAYHEM,89,spotify:track:2LHNTC9QZxsL3nWpt8iaSR
5R8dQOPq8haW94K7mgERlO,Poker Face,Lady Gaga,The Fame,84,spotify:track:5R8dQOPq8haW94K7mgERlO
0QkWikH5Z3U0f79T9iuF6c,Judas,Lady Gaga,Born This Way,80,spotify:track:0QkWikH5Z3U0f79T9iuF6c
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),90,spotify:track:0SiywuOBRcynK0uKGWdCnn
2x7MyWybabEz6Y6wvHuwGE,Just Dance,Lady Gaga,The Fame,82,spotify:track:2x7MyWybabEz6Y6wvHuwGE
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,A Star Is Born Soundtrack,87,spotify:track:2VxeLyX666F8uXCJ0dZF8B
2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),87,spotify:track:2rbDhOo9Fh61Bbu23T2qCk
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,Lady Gaga,The Fame,78,spotify:track:7Hqig8kp32q2Ire3ECQvWM
4mUR5Tv0CvJtpmnUtzeIgd,Garden Of Eden,Lady Gaga,MAYHEM,87,spotify:track:4mUR5Tv0CvJtpmnUtzeIgd
3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,81,spotify:track:3avYqdwHKEq8beXbeWCKqJ
1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry,One Of The Boys,76,spotify:track:1y4eb6hmAvsqlDOl3fx9kk
6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,Teenage Dream,76,spotify:track:6hkOqJ5mE093AQf2lbZnsG
6KOEK6SeCEZOQkLj5M1PxH,California Gurls,Katy Perry,Teenage Dream,78,spotify:track:6KOEK6SeCEZOQkLj5M1PxH
4jbmgIyjGoXjY01XxatOx6,Dark Horse,Katy Perry,PRISM,83,spotify:track:4jbmgIyjGoXjY01XxatOx6
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,Teenage Dream,75,spotify:track:4r6eNCsrZnQWJzzvFh4nlg
5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,Teenage Dream,79,spotify:track:5jzKL4BDMClWqRguW5qZvh
27tNWlhdAryQY04Gb2ZhUI,Roar,Katy Perry,PRISM,82,spotify:track:27tNWlhdAryQY04Gb2ZhUI
005lwxGU1tms6HGELIcUv9,I Kissed A Girl,Katy Perry,One Of The Boys,74,spotify:track:005lwxGU1tms6HGELIcUv9
1rUQmXEy41tXwHIKFECNTa,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,77,spotify:track:1rUQmXEy41tXwHIKFECNTa
5EcG8eMMlwkHRVa4aTR1qd,Breakin' Dishes,Rihanna,Good Girl Gone Bad,77,spotify:track:5EcG8eMMlwkHRVa4aTR1qd
6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna,Talk That Talk,86,spotify:track:6qn9YLKt13AGvpq9jfO8py
2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna,Loud (Japan Version),87,spotify:track:2ENexcMEMsYk0rVJigVD3i
1Jo0Zg7XlrA6z0mFTZVdkn,Don't Stop The Music,Rihanna,Good Girl Gone Bad,77,spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn
2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,Good Girl Gone Bad,76,spotify:track:2yPoXCs7BSIUrucMdK5PzV
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,ANTI (Deluxe),87,spotify:track:5oO3drDxtziYU2H1X23ZIp
7ySUcLPVX7KudhnmNcgY2D,S&M,Rihanna,Loud (Japan Version),85,spotify:track:7ySUcLPVX7KudhnmNcgY2D
789CxjEOtO76BVD1A9yJQH,Stay,Rihanna,Unapologetic (Edited Version),76,spotify:track:789CxjEOtO76BVD1A9yJQH
2vlDrKpOC0eSTqTDRcbYyw,This Is What You Came For,Calvin Harris,96 Months,81,spotify:track:2vlDrKpOC0eSTqTDRcbYyw
1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,Unapologetic (Edited Version),75,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. JAY-Z),Beyoncé,Dangerously In Love,82,spotify:track:5IVuqXILoxVWvWEPm82Jxr
3ERa3mEeOnrh2Mc47qM6T1,Halo,Beyoncé,I AM...SASHA FIERCE,70,spotify:track:3ERa3mEeOnrh2Mc47qM6T1
7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,Beyoncé,COWBOY CARTER,77,spotify:track:7wLShogStyDeZvL0a6daN5
5Ssv6DaKrW0HczVqx6zXdl,Diva,Beyoncé,I AM...SASHA FIERCE,77,spotify:track:5Ssv6DaKrW0HczVqx6zXdl
2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,68,spotify:track:2ZBNclC5wm4GtiWaeh0DMx
1G7DcLzPnopdZjLkev0K4e,Irreplaceable,Beyoncé,B'Day,72,spotify:track:1G7DcLzPnopdZjLkev0K4e
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,RENAISSANCE,79,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS
26NX1wPt1TRCH536yocd6i,If I Were a Boy,Beyoncé,I AM...SASHA FIERCE,69,spotify:track:26NX1wPt1TRCH536yocd6i
7cioKB5CHVzk09SOtTyn0T,Haunted,Beyoncé,BEYONCÉ [Platinum Edition],78,spotify:track:7cioKB5CHVzk09SOtTyn0T
1z6WtY7X4HQJvzxC4UgkSf,Love On Top,Beyoncé,4,77,spotify:track:1z6WtY7X4HQJvzxC4UgkSf
5gdERhZjshqCGHnCPWJhqM,علي باب السيما - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),62,spotify:track:5gdERhZjshqCGHnCPWJhqM
2xJ0wrRkWDi6XxQsiYbO3T,حكمة الايام - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),57,spotify:track:2xJ0wrRkWDi6XxQsiYbO3T
6LxVAX1ALMSpn0jX00LK13,الوقت فات - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),56,spotify:track:6LxVAX1ALMSpn0jX00LK13
5VOgXIIDg9cyQ3VMXgH3a3,انا نجم - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),53,spotify:track:5VOgXIIDg9cyQ3VMXgH3a3
6zFy7c1pCM3GDFlNwMzcf4,ياما سوا - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),45,spotify:track:6zFy7c1pCM3GDFlNwMzcf4
4J3MsRx4qGqmgtVCAA7f9R,احنا النهاردة - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),35,spotify:track:4J3MsRx4qGqmgtVCAA7f9R
1bucKFfCM4YGiDYmYVX4pz,الكلبة لاسي - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),34,spotify:track:1bucKFfCM4YGiDYmYVX4pz
6PM6ngEJEfGqBMdJiGDDTQ,يابنت الناس - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),33,spotify:track:6PM6ngEJEfGqBMdJiGDDTQ
0bwCkRaRCgDDikWT2Zmisv,Everybody Loves My Baby - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),31,spotify:track:0bwCkRaRCgDDikWT2Zmisv
3enzmLd3ZtppLaAuErxvvX,House Of The Rising Sun - من مسلسل ريفو,ريفو شو,Rivo (من مسلسل ريفو),31,spotify:track:3enzmLd3ZtppLaAuErxvvX
7KNmIjcmGJIBrhP2s5Vioe,Born Again (feat. Doja Cat & RAYE),LISA,Alter Ego,83,spotify:track:7KNmIjcmGJIBrhP2s5Vioe
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),Doja Cat,Planet Her,86,spotify:track:3DarAbFujv6eYNliUTyqtz
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,Planet Her,85,spotify:track:6Uj1ctrBOjOas8xZXGqKk4
60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,Hot Pink,85,spotify:track:60ynsPSSKe6O3sfwRnIBRf
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,Scarlet,77,spotify:track:56y1jOTK0XSvJzVv9vHQBK
5PyDJG7SQRgWXefgexqIge,Agora Hills,Doja Cat,Scarlet,78,spotify:track:5PyDJG7SQRgWXefgexqIge
1yvSMyZn27M4wEslpSvB0D,So High,Doja Cat,Purrr!,74,spotify:track:1yvSMyZn27M4wEslpSvB0D
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,Planet Her,82,spotify:track:3Vi5XqYrmQgOYBajMWSvCi
1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,Amala,81,spotify:track:1VJwtWR6z7SpZRwipI12be
02BcXEH1zJYbXSabPtNlKf,Lose My Mind (feat. Doja Cat) [From F1® The Movie],Don Toliver,Lose My Mind (feat. Doja Cat) [From F1® The Movie],81,spotify:track:02BcXEH1zJYbXSabPtNlKf
6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,Lizzo,Special,78,spotify:track:6HMtHNpW6YPi1hrw9tgF8P
13Irp51zj01BZu2XtDrnAg,2 Be Loved (Am I Ready),Lizzo,Special,70,spotify:track:13Irp51zj01BZu2XtDrnAg
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),74,spotify:track:3HWzoMvoF3TQfYg4UPszDq
6KgBpzTuTRPebChN0VTyzV,Good as Hell,Lizzo,Cuz I Love You (Super Deluxe),72,spotify:track:6KgBpzTuTRPebChN0VTyzV
5UpdcedkGcuishA7jlnH8W,Still Bad,Lizzo,Still Bad,71,spotify:track:5UpdcedkGcuishA7jlnH8W
0k664IuFwVP557Gnx7RhIl,Juice,Lizzo,Cuz I Love You,71,spotify:track:0k664IuFwVP557Gnx7RhIl
